cpu_avg_user,cpu_avg_sys,cpu_avg_busy,cpu_avg_wait,cpu_avg_idle,cpu_avg_waste,cpu_max_user,cpu_max_sys,cpu_max_busy,cpu_max_wait,cpu_max_idle,cpu_max_waste,cpu_frac_busy,io_iget,io_bread,io_bwrite,io_lread,io_lwrite,io_phread,io_phwrite,io_wcancel,io_dirblk,disk_avg_active,disk_max_active,disk_frac_active,disk_avg_read,disk_avg_write,disk_avg_total,disk_max_read,disk_max_write,disk_max_total,disk_frac_busy,net_avg_read,net_avg_write,net_avg_total,net_max_read,net_max_write,net_max_total,mem_swap,mem_fault,mem_tlbflush,syscall_total,class
0.1059,0.4602,0.5661,0.2977,0.1069,0.4046,0.1454,0.5347,0.6561,0.3725,0.1338,0.4934,0,1635000,1149000,3566000,13080000,0,0,223900,430.5,0.1131,0.511,0.08333,3.869,3.562,7.432,22.23,14.25,28.3,0,15.86,2.429,18.28,92.78,8.933,95.88,0,557.7,0.1333,2845,6.45,0
0.006102,0.05192,0.05803,0.3297,0.599,0.9287,0.01215,0.1497,0.1619,0.3484,0.6413,0.9886,0,119400,403800,774100,12750000,0,0,750.9,14.57,0.06089,0.3349,0,1.676,3.39,5.067,9.917,19.25,29.17,0,12.55,5.443,17.99,43.25,41.07,84.32,0,9.4,0.1333,748.6,0.2,1
0.003125,0.02066,0.02379,0,0.9668,0.9668,0.009,0.06497,0.07397,0,0.9956,0.9956,0,3004,22190,46340,60020,0,0,750.9,5.767,0.001457,0.01748,0,0,0.09861,0.09861,0,1.183,1.183,0,29.57,4.717,34.28,161.7,34.57,163.6,0,9.467,0.1333,421.6,0.2,1
0.005646,0.03911,0.04475,0.3447,0.5995,0.9442,0.008833,0.08615,0.09465,0.3655,0.6284,0.9926,0,122200,387500,533200,1126000,0,0,750.9,15.02,0.06119,0.3338,0,1.742,3.288,5.029,10.73,18.03,28.77,0,13.25,7.114,20.37,44.1,38.1,82.2,0,9.233,0.1333,472.7,0.1833,1
0.005196,0.04451,0.0497,0.2908,0.6483,0.9392,0.008683,0.05867,0.06333,0.2997,0.6692,0.9681,0,120700,409600,532100,1210000,0,0,768,19.63,0.05898,0.3285,0,1.411,3.464,4.875,8.517,20.52,29.03,0,13.11,6.686,19.8,42.85,38.33,81.18,0,9.3,0.1333,505.6,0.1833,1
0.005065,0.03843,0.0435,0.4622,0.479,0.9412,0.01033,0.06747,0.0778,0.4827,0.5117,0.9925,0,156200,448500,683000,1219000,0,0,750.9,19.6,0.07743,0.4309,0,2.553,3.944,6.497,14.85,23.25,38.1,0,18.82,4.625,23.45,104.1,25.9,110.3,0,9.25,0.1333,369.6,0.1833,1
0.04787,0.07337,0.1212,0.7248,0.1294,0.8542,0.1053,0.2163,0.3026,0.7808,0.1567,0.9375,0,2504000,320500,2631000,800200,0,0,955.7,24.03,0.1212,0.7112,0.08333,4.665,2.732,7.397,31.47,15.33,31.48,0,31.33,7.239,38.57,190.5,58.7,197.9,0,41.2,33.58,857.1,0.7167,1
0.1051,0.491,0.596,0.2338,0.1411,0.3749,0.1343,0.6245,0.7315,0.2725,0.171,0.4245,0.125,723700,364500,5678000,8107000,0,351100,116100,540.6,0.08436,0.319,0,4.55,2.349,6.899,18.77,7.967,26.73,0,28.46,14.5,42.96,154.2,154.2,308.4,0,449.6,0.1333,2587,5.283,0
0.006354,0.04576,0.05212,0.3774,0.558,0.9355,0.01367,0.08298,0.09665,0.3968,0.5889,0.9857,0,147700,399200,586100,1084000,0,0,4130,23.62,0.06992,0.3849,0,2.072,3.781,5.853,12.17,21.93,34.1,0,13.49,6.838,20.32,44.13,39.5,83.63,0,19.83,0.1333,533.3,0.4833,1
0.1204,0.452,0.5724,0.2137,0.1814,0.3951,0.2035,0.5738,0.6425,0.2916,0.2513,0.5429,0,1870000,1131000,3461000,10210000,0,0,186500,400.1,0.105,0.3297,0,4.151,3.393,7.544,19.1,13.92,23.9,0,19.67,2.65,22.32,93.48,9.8,96.75,0,481.7,0.1333,2590,9.517,0
0.006229,0.05921,0.06544,0.7464,0.1681,0.9145,0.01,0.1103,0.1203,0.7911,0.1968,0.9879,0,214400,707900,1219000,1357000,0,0,853.3,24.45,0.1282,0.7761,0.1667,4.261,7.301,11.56,26.55,46.17,72.72,0.1667,16.42,2.7,19.12,95.67,11.57,101.2,0,9.217,0.1333,309.1,0.1833,1
0.004667,0.04868,0.05335,0.3076,0.6204,0.9281,0.009,0.07763,0.0838,0.3295,0.6663,0.9958,0,124200,337200,634600,9700000,0,0,750.9,15.12,0.05691,0.3103,0,1.592,3.028,4.619,9.283,17.48,26.6,0,35.45,6.093,41.54,147.7,39,148.4,0,9.467,0.1333,660.6,0.2,1
0.05367,0.05342,0.1071,0.4743,0.3748,0.8492,0.223,0.07682,0.2705,0.5475,0.4348,0.9823,0,186600,392300,985400,935800,0,20210,750.9,53.45,0.07781,0.4335,0,3.276,3.4,6.676,19.55,19.68,38.57,0,20.86,6.235,27.1,106.7,30.22,122.5,0,9.233,0.1333,465.8,0.1833,1
0.1582,0.4066,0.5649,0.2112,0.2002,0.4114,0.204,0.4328,0.6045,0.2296,0.2497,0.4781,0,986600,1180000,3351000,12460000,0,0,169100,394.3,0.0686,0.4902,0,1.61,1.781,3.39,14.53,4.1,18.63,0,16.81,3.543,20.36,97.9,21.6,101.9,0,543.5,0.1333,2631,5.283,1
0.002917,0.01723,0.02015,0.01217,0.9636,0.9758,0.006167,0.04015,0.04598,0.013,0.9834,0.9962,0,27310,16400,32440,318000,0,0,750.9,3.667,0.002097,0.02517,0,0.04861,0.0875,0.1361,0.5833,1.05,1.633,0,10.94,3.386,14.33,38.43,17.27,55.7,0,9.217,0.1333,327.2,0.1833,1
0.05364,0.0694,0.123,0.703,0.1211,0.8241,0.1801,0.1063,0.2508,0.8139,0.1561,0.97,0,369200,356900,1908000,1035000,0,24030,955.7,97.67,0.1093,0.6239,0.1667,5.55,3.431,8.981,33.63,20.22,53.85,0.1667,21,3.931,24.93,132.8,23.25,136.4,0,20.38,0.1333,556.7,0.7167,0
0.06384,0.05771,0.1216,0.1064,0.7539,0.8604,0.4607,0.152,0.6127,0.1163,0.8646,0.9803,0,58830,390500,1031000,7089000,0,0,4779,51.87,0.02637,0.3165,0,0.08333,2.317,2.4,1,27.8,28.8,0,29.4,6.793,36.19,189.9,35.88,196.3,0,29.37,2.933,578.3,0.7167,1
0.005967,0.04279,0.04876,0.3629,0.5655,0.9284,0.01018,0.06632,0.0755,0.3844,0.604,0.9883,0,143700,414300,587500,1198000,0,0,836.3,19.25,0.06584,0.3386,0,1.997,3.432,5.429,11.75,18.8,29.72,0,37.59,5.433,43.02,259.2,35.12,260.3,0,12.35,0.1333,496,0.2333,1
0.005185,0.03352,0.0387,0.378,0.571,0.9491,0.01548,0.0785,0.09398,0.3917,0.5944,0.986,0,133500,451100,572400,1200000,0,0,750.9,13.73,0.06596,0.3625,0,2.058,3.319,5.378,12.2,18.95,31,0,19.18,3.842,23.02,116.4,22.45,120.3,0,9.25,0.1333,340.7,0.1833,1
0.05291,0.05982,0.1127,0.6357,0.2005,0.8362,0.1284,0.1081,0.1864,0.7252,0.2488,0.974,0,334000,318200,1665000,856500,0,20190,750.9,105.1,0.09307,0.5266,0.1667,4.857,2.742,7.599,29.17,15.73,44.3,0.1667,22.97,3.901,26.87,168.2,21.3,171.3,0,9.217,0.1333,505.2,0.1833,1
0.01594,0.06355,0.0795,0.7423,0.1569,0.8992,0.0772,0.2084,0.2856,0.7998,0.19,0.9884,0,2578000,367900,2857000,940200,0,0,768,13.3,0.1213,0.6488,0.08333,5.872,3.299,9.171,46.03,19.57,46.07,0.08333,20.09,3.138,23.23,126.3,11.95,130.4,0,9.367,0.1333,906.7,0.1833,1
0.01394,0.1321,0.1461,0.4526,0.3706,0.8232,0.02567,0.2274,0.2378,0.5106,0.4239,0.9345,0,887300,583400,2971000,1915000,0,168300,1178,67.37,0.113,0.511,0.08333,1.99,7.546,9.536,11.08,45.03,50.6,0.1667,29.32,9.99,39.32,117,62.88,125.8,0,43.23,0.1333,1184,1.083,0
0.05513,0.05396,0.1091,0.5024,0.3416,0.844,0.2154,0.08368,0.2984,0.5763,0.3992,0.9756,0,243400,367400,1060000,925700,0,30580,750.9,63.73,0.0811,0.4673,0,3.265,3.349,6.614,19.93,20.28,40.22,0.08333,19.43,4.328,23.76,109.1,25.8,112.2,0,9.217,0.1333,544.3,0.1833,1
0.006833,0.0459,0.05274,0.3689,0.5671,0.936,0.01117,0.09052,0.1017,0.3831,0.5861,0.9682,0,134400,424900,571900,1182000,0,0,750.9,18.47,0.06519,0.3537,0,1.887,3.515,5.403,11.02,20.53,31.43,0,13.72,7.238,20.95,43.58,36.75,80.33,0,11.22,0.1333,532.2,0.2167,1
0.1195,0.3588,0.4783,0.4368,0.006208,0.443,0.2075,0.628,0.7408,0.6738,0.0105,0.6834,0.125,1204000,1256000,8847000,14200000,0,16950,69960,362.1,0.1921,0.7554,0.1667,8.779,4.258,13.04,34.75,19.1,53.45,0.1667,18.65,4.714,23.36,106.1,25,110.2,0,119.8,0.1333,2412,2.633,0
0.198,0.2963,0.4943,0.3537,0.1269,0.4806,0.4335,0.3324,0.7469,0.4675,0.1633,0.6245,0.125,1788000,1131000,3346000,12970000,0,0,170500,262.1,0.1155,0.5288,0.08333,3.874,3.339,7.212,23.78,14.35,27.63,0,16.59,2.568,19.16,97.5,10.38,100.4,0,399.4,0.1333,2097,4.367,1
0.004354,0.03133,0.03569,0.4081,0.5435,0.9516,0.01083,0.06868,0.07952,0.4268,0.57,0.9967,0,127000,391600,566300,1161000,0,0,750.9,14.48,0.06433,0.3623,0,2.019,3.271,5.29,12.27,20.2,31.82,0,16.13,3.137,19.27,94.38,14.98,99.47,0,9.217,0.1333,313.3,0.1833,1
0.006917,0.05326,0.06017,0.3781,0.5463,0.9244,0.01067,0.09385,0.09952,0.3966,0.5601,0.9555,0,150900,383100,592700,1063000,0,0,750.9,17.28,0.06645,0.3654,0,2.107,3.36,5.467,12.52,19.18,31.7,0,18.32,11.59,29.91,49.37,47.37,96.73,0,12.02,0.1333,701.5,0.2333,1
0.005106,0.04281,0.04792,0.3736,0.5655,0.9392,0.01067,0.06867,0.07867,0.3911,0.586,0.9764,0,138700,391600,536900,1078000,0,0,750.9,19.3,0.06418,0.3536,0,1.965,3.29,5.256,11.72,18.57,30.28,0,14.04,8.125,22.17,47.08,40.22,87.3,0,9.217,0.1333,513.3,0.1833,1
0.00681,0.04093,0.04774,0.3756,0.5555,0.9312,0.01215,0.06415,0.0763,0.3988,0.5883,0.987,0,142300,380700,562600,1096000,0,0,750.9,17.27,0.06607,0.3558,0,2.076,3.375,5.451,12.13,19.33,31.47,0,34.78,6.276,41.06,215.4,35.47,216.9,0,9.333,0.1333,481,0.1833,1
0.003354,0.023,0.02636,1.67E-05,0.9676,0.9676,0.009333,0.06032,0.06965,1.67E-05,0.992,0.992,0,3021,10410,50930,45500,0,0,750.9,5.65,0.001196,0.01335,0,0,0.09028,0.09028,0,1.033,1.033,0,13.74,6.336,20.07,52.08,39.92,85.68,0,9.683,0.1333,439.7,0.2,1
0.00579,0.03636,0.04215,0.4272,0.5143,0.9415,0.01582,0.07385,0.08768,0.4467,0.5488,0.9955,0,149400,437300,621000,1317000,0,0,750.9,14.88,0.07188,0.4007,0,2.336,3.449,5.785,13.72,20.72,34.33,0,19.5,3.396,22.89,119,17.9,122.8,0,9.283,0.1333,373.9,0.1833,1
0.005165,0.06228,0.06745,0.6284,0.2829,0.9114,0.01282,0.1237,0.1309,0.6601,0.3197,0.9798,0,164500,770300,1913000,1422000,0,0,750.9,47.73,0.117,0.6804,0.1667,2.001,7.956,9.957,11.63,48.18,59.82,0.1667,16.37,2.996,19.36,91.87,13.9,96.88,0,9.417,0.1333,343.3,0.2,1
0.01325,0.06054,0.07379,0.7838,0.1256,0.9094,0.05935,0.1722,0.2316,0.8391,0.1545,0.9936,0,2333000,331700,2608000,864500,0,0,819.2,14.63,0.1267,0.6874,0.08333,5.06,3.099,8.158,31.4,18.72,32.57,0,19.22,3.433,22.66,115.8,12.72,120.7,0,10.18,0.1333,853.9,0.2167,1
0.01541,0.08471,0.1001,0.8595,0.01713,0.8766,0.03232,0.1406,0.1651,0.9341,0.02283,0.9561,0,561900,1320000,3276000,2303000,0,30040,955.7,190,0.1632,0.7568,0.1667,7.514,4.207,11.72,43.33,16.78,59.9,0.1667,24.15,4.647,28.79,172.1,35.38,174.7,0,20.38,0.1333,712.9,0.7167,0
0.004919,0.04003,0.04495,0.3563,0.5766,0.9329,0.008683,0.0745,0.08318,0.3788,0.6086,0.9865,0,134000,367600,495000,958200,0,0,750.9,14.12,0.06278,0.3492,0,1.828,3.335,5.163,11.05,19.88,30.93,0,35.51,6.003,41.51,215.7,38.77,217.6,0,9.25,0.1333,468.1,0.1833,1
0.004521,0.03752,0.04204,0.4772,0.4662,0.9433,0.01117,0.05602,0.06718,0.4958,0.4852,0.981,0,181300,456200,676900,1323000,0,0,750.9,20.5,0.07935,0.4409,0,2.411,4.208,6.619,14.33,24.87,39.2,0,16.65,2.981,19.63,103.7,15.03,107.1,0,9.233,0.1333,364.6,0.1833,1
0.005129,0.03755,0.04268,0.3159,0.6305,0.9464,0.01283,0.07717,0.09,0.3326,0.6576,0.9902,0,120600,369500,494900,1044000,0,0,819.2,15.37,0.06019,0.3287,0,1.644,3.325,4.969,9.683,19.35,29.03,0,13.63,6.715,20.34,42.85,38.33,81.18,0,9.233,0.1333,493.7,0.1833,1
0.00746,0.09511,0.1026,0.4317,0.437,0.8687,0.01265,0.1691,0.1759,0.4748,0.5012,0.976,0,668600,708400,1971000,1134000,0,156700,955.7,51.48,0.1097,0.5296,0.1667,2.189,7.29,9.479,8.15,43.57,50.58,0.1667,29.68,8.726,38.41,147.7,55.38,150,0,26.1,0.1333,739.5,0.6333,1
0.03284,0.1942,0.227,0.2981,0.4441,0.7422,0.05913,0.2786,0.3199,0.3381,0.5194,0.8574,0,300000,426800,2198000,20990000,0,0,66390,136,0.07106,0.2941,0,2.222,3.275,5.497,10.53,15.83,25.57,0,44.74,21.82,66.57,187.7,75.5,195,0,181.4,0.1333,2055,2.65,1
0.003063,0.01923,0.02229,0.01563,0.9573,0.9729,0.009167,0.04515,0.05432,0.01698,0.9775,0.9943,0,34390,19610,46880,291100,0,0,955.7,7.117,0.003026,0.03632,0,0.06528,0.1264,0.1917,0.7833,1.517,2.3,0,10.6,3.906,14.51,44.72,20.35,65.07,0,20.38,0.1333,362.2,0.7167,1
0.00369,0.02221,0.0259,0.01431,0.9552,0.9695,0.01102,0.05467,0.06568,0.01483,0.982,0.9968,0,36040,19630,34010,330800,0,0,750.9,3.983,0.002542,0.0305,0,0.05,0.1083,0.1583,0.6,1.3,1.9,0,13.11,5.229,18.34,43.95,18.85,62.8,0,9.25,0.1333,397.9,0.1833,1
0.08407,0.1036,0.1876,0.6505,0.1304,0.7808,0.3902,0.1864,0.503,0.7299,0.1601,0.89,0,1927000,393700,3271000,979700,0,1092,3482,74.78,0.122,0.3555,0,5.188,3.132,8.319,12.78,17.42,29.88,0,29.8,7.985,37.78,182.5,38.23,187.8,0,37.63,18.57,1128,0.8833,0
0.00275,0.0185,0.02125,4.17E-05,0.9681,0.9682,0.008167,0.04868,0.05685,0.0001667,0.9974,0.9974,0,3004,7168,40770,21660,0,0,750.9,5.633,0.0009181,0.01102,0,0,0.07222,0.07222,0,0.8667,0.8667,0,30.14,5.015,35.15,169.3,37.83,170.4,0,9.233,0.1333,373.7,0.1833,1
0.003773,0.02466,0.02844,0.02053,0.9453,0.9658,0.00835,0.06583,0.07418,0.02165,0.9699,0.9909,0,24920,14030,82450,32440,0,0,750.9,11.13,0.003665,0.03798,0,0.1306,0.1514,0.2819,1.1,1.717,2.817,0,14.51,6.246,20.76,51.28,43.7,93.52,0,13.98,0.1333,520.8,0.4833,1
0.005002,0.03659,0.0416,0.3362,0.608,0.9442,0.01533,0.09937,0.1147,0.3554,0.6383,0.9914,0,130300,341300,491300,932600,0,0,750.9,17.75,0.05888,0.3148,0,1.843,2.96,4.803,10.65,17.02,27.47,0,26.31,6.108,32.42,157.3,37.37,166.3,0,16.07,0.1333,511.8,0.3833,1
0.0487,0.3299,0.3786,0.5409,0.005646,0.5465,0.08733,0.4449,0.4845,0.6991,0.007333,0.7053,0,606800,766500,6627000,1653000,0,144200,29220,504.9,0.176,0.8222,0.1667,8.25,4.949,13.2,38.53,22.12,60.65,0.1667,30.23,9.368,39.59,109.9,65.23,130.5,0,78.28,0.1333,1935,2.15,0
0.006088,0.06303,0.06912,0.7976,0.1113,0.9088,0.01268,0.156,0.167,0.8477,0.1309,0.9786,0,216300,766600,1254000,1506000,0,0,819.2,34.03,0.1354,0.815,0.1667,4.054,7.704,11.76,24.62,48.4,73.02,0.1667,16.79,2.765,19.56,96.4,12.77,100.1,0,10.82,0.1333,354,0.2333,1
0.1424,8842,8842,0.1908,0.1998,0.3907,0.2232,70730,70730,0.2437,0.2556,0.4993,0.125,3621000,729500,5486000,8409000,0,0,158700,336.2,0.1293,0.6127,0.08333,6.379,2.782,9.161,51.38,10.53,51.43,0.08333,16.66,4.265,20.93,88.27,18.13,91.67,0,492.4,0.1333,2978,5.117,1
0.03636,0.07798,0.1143,0.3523,0.507,0.8593,0.1189,0.1196,0.2386,0.404,0.5731,0.9771,0,326500,622200,1162000,2766000,0,0,5052,48.03,0.07647,0.3171,0,2.076,4.074,6.15,11.42,18.95,27.4,0,34.36,13.24,47.6,186.2,86.07,192.6,0,24.67,1.067,541,0.2833,0
0.02091,0.2148,0.2357,0.5715,0.1361,0.7076,0.02467,0.3112,0.3312,0.663,0.1634,0.8227,0,612600,1026000,2444000,2632000,0,606300,2321,63.43,0.1388,0.6598,0.1667,3.142,7.601,10.74,13.87,42.68,56.55,0.1667,62.57,24.2,86.77,407.7,162.4,434.5,0.08333,35.08,0.1333,1539,0.8833,0
0.003458,0.02114,0.0246,0.0006667,0.9643,0.965,0.008667,0.06465,0.07332,0.001,0.9927,0.9934,0,7475,8294,41710,23890,0,0,750.9,5.267,0.001194,0.01233,0,0.01111,0.08611,0.09722,0.06667,0.9833,0.9833,0,26.99,5.196,32.19,175.4,38.4,177.5,0,9.317,0.1333,414.9,0.1833,1
0.03725,0.1106,0.1478,0.4806,0.3456,0.8262,0.1017,0.1962,0.2978,0.5484,0.4215,0.9698,0,277300,425500,4148000,1323000,0,0,750.9,221.3,0.08839,0.3652,0,3.481,3.875,7.356,14.87,17.58,31.17,0,33.39,10.19,43.59,195.1,97.85,200.7,0,21.02,72.62,539.6,0.2,0
0.07604,0.06272,0.1388,0.3528,0.4845,0.8373,0.1889,0.09117,0.2617,0.4073,0.5712,0.9784,0,236600,667900,877700,3542000,0,0,1792,30.95,0.07724,0.3291,0,2.21,3.962,6.172,12.52,17.42,29.18,0,34.49,10.09,44.58,198.8,50.88,210.5,0,22.82,3.067,544.7,0.2833,1
0.006979,0.05747,0.06445,0.7675,0.1463,0.9138,0.02533,0.1856,0.211,0.8191,0.1686,0.9875,0,346500,847300,1259000,1413000,0,0,819.2,27.72,0.1345,0.8049,0.1667,4.05,7.415,11.47,24.4,46.78,70.68,0.1667,17.08,3.749,20.83,95.97,24.33,98.82,0,9.217,0.1333,302.3,0.1833,1
0.03637,0.1076,0.144,0.4192,0.4086,0.8278,0.09982,0.258,0.3578,0.4734,0.4524,0.9258,0,466100,711300,1997000,3607000,0,0,74150,169.1,0.08951,0.3422,0,3.094,3.797,6.892,12.27,17.3,29.57,0,40.32,5.808,46.13,280.9,34.97,281.9,0,160.1,0.1333,1175,2.3,0
0.1185,0.7523,0.8708,0.08042,0.0071,0.08752,0.1297,0.7935,0.9232,0.09437,0.009517,0.1029,1,870400,1026000,5234000,3575000,0,21320,165500,597.5,0.1422,0.4697,0,5.136,5.128,10.26,21.72,14.87,36.58,0,16.74,3.862,20.6,93.07,28.25,95.7,0,623.1,0.1333,2467,9.233,0
0.05513,0.04955,0.1047,0.3742,0.4773,0.8514,0.2082,0.07985,0.2709,0.423,0.5382,0.9612,0,173900,368000,754600,856300,0,30580,750.9,61.23,0.06667,0.3728,0,2.367,3.161,5.528,14.18,18.68,32.4,0,19.36,4.862,24.22,112,25.18,116,0,9.217,0.1333,493.6,0.1833,1
0.0165,0.3476,0.3641,0.4469,0.1041,0.551,0.02433,0.3902,0.4124,0.539,0.1216,0.6555,0,406100,854400,4002000,1624000,0,832600,1024,217.1,0.1407,0.5605,0.1667,3.096,8.513,11.61,9.583,39.08,48.67,0.1667,81.27,26.2,107.5,579.8,182.9,582.8,0.08333,74.47,0.1333,1763,2.55,0
0.1363,0.3722,0.5085,0.1401,0.3319,0.4719,0.1979,0.4168,0.5982,0.1864,0.4297,0.616,0,656500,247700,2367000,7969000,0,434800,258000,332.7,0.02935,0.0705,0,1.715,0.9875,2.703,7.65,4.4,7.75,0,31.05,16.55,47.6,184.9,184.9,369.8,0,505.4,0.1333,2605,7.517,0
0.005773,0.04355,0.04933,0.3664,0.5711,0.9375,0.01248,0.08328,0.09577,0.3863,0.595,0.9813,0,170200,358400,652800,897300,0,0,750.9,39.65,0.06656,0.3248,0,2.188,3.361,5.549,9.667,18.58,28.25,0,18.78,5.047,23.83,74.18,27.98,87.68,0,26.92,0.1333,515.2,0.7667,1
0.005331,0.03598,0.04131,0.3945,0.5534,0.9478,0.01282,0.07765,0.09047,0.4107,0.5843,0.9949,0,134600,468700,596400,1316000,0,0,750.9,15.07,0.06888,0.3748,0,2.006,3.656,5.661,11.88,20.85,32.43,0,12.16,5.128,17.28,42.98,38.65,81.63,0,9.217,0.1333,362.1,0.1833,1
0.05002,0.04573,0.09575,0.4309,0.429,0.8599,0.2149,0.08317,0.2515,0.4832,0.4858,0.9691,0,188100,341500,860300,793200,0,10380,750.9,56.45,0.07026,0.3933,0,2.872,3.026,5.899,17,17.55,34.42,0,20.31,3.156,23.46,136.7,15.35,140.1,0,9.217,0.1333,442.9,0.1833,1
0.001606,0.01183,0.01344,0.0002396,0.981,0.9813,0.004167,0.02685,0.03068,0.00025,0.998,0.9982,0,3089,7134,23480,20630,0,0,750.9,3.867,0.0008014,0.009217,0,0,0.07222,0.07222,0,0.8333,0.8333,0,15.12,2.413,17.53,90.67,9.067,99.73,0,9.217,0.1333,224.4,0.1833,1
0.003354,0.02252,0.02587,0.009792,0.9589,0.9687,0.006,0.04317,0.04783,0.01017,0.978,0.9878,0,7373,13180,72230,46690,0,0,750.9,6.483,0.002347,0.01433,0,0.08889,0.1236,0.2125,0.5333,1.117,1.133,0,14.22,6.314,20.53,45.83,37.18,83.02,0,9.45,0.1333,395.7,0.1833,1
0.1257,0.7312,0.8569,0.09144,0.009087,0.1005,0.1457,0.7667,0.9036,0.1126,0.01432,0.1241,1,801200,1120000,5163000,3494000,0,18550,193100,599.6,0.1402,0.4491,0,4.753,5.164,9.917,20.77,13.43,34.2,0,17.68,3.978,21.66,95.88,26.55,98.83,0,658.7,0.1333,2444,9.183,0
0.1361,0.5206,0.6567,0.2507,0.006475,0.2572,0.1806,0.6657,0.8101,0.3425,0.01282,0.3553,0.125,978400,1119000,7099000,8339000,0,32200,137400,433.6,0.1671,0.7193,0.1667,7.237,4.672,11.91,32.65,21.13,53.78,0.1667,20.14,5.465,25.6,104.7,31.82,108.2,0,387.9,0.1333,2594,7.533,0
0.05141,0.04886,0.1003,0.3394,0.5175,0.857,0.2722,0.09,0.3275,0.3817,0.5811,0.9628,0,144200,358100,760800,879300,0,19660,750.9,79.73,0.06155,0.3437,0,2.026,2.906,4.932,12.33,17.42,29.1,0,18.09,3.665,21.75,107.5,19.83,110.9,0,9.217,0.1333,514.4,0.1833,1
0.2495,0.3769,0.6264,0.1716,0.1757,0.3473,0.3104,0.4096,0.7053,0.1966,0.2061,0.3987,0.125,1789000,1060000,3448000,12320000,0,0,196700,374.1,0.09428,0.2944,0,3.781,3.294,7.075,12.65,13.42,21.83,0,17.43,2.721,20.15,99.38,10.47,103.2,0,493.3,0.1333,2493,4.75,0
0.1614,0.5447,0.7061,0.2458,0.007044,0.2529,0.1788,0.5967,0.7556,0.303,0.01235,0.3154,0.5,754700,959300,3235000,2911000,0,21300,114300,599.3,0.1624,0.6683,0.1667,6.243,5.289,11.53,32.88,17.83,50.72,0.1667,18.02,3.801,21.82,97,27.82,99.42,0,674.1,0.1333,2378,6,0
0.004063,0.04979,0.05385,0.585,0.3419,0.9269,0.01183,0.1428,0.1546,0.6106,0.3816,0.991,0,151200,520300,1128000,956400,0,0,750.9,31.5,0.1087,0.6754,0.1667,3.506,6.668,10.17,21.25,42.5,63.75,0.1667,15.96,2.576,18.53,95.98,9.4,104.6,0,9.4,0.1333,283.2,0.2,1
0.005563,0.03925,0.04481,0.3298,0.6134,0.9431,0.01,0.06382,0.07367,0.3483,0.6462,0.9911,0,118600,377500,506000,1079000,0,0,750.9,14.4,0.05948,0.3253,0,1.749,3.206,4.954,10.53,19.1,29.15,0,13.58,6.946,20.53,44.27,37.83,82.1,0,9.217,0.1333,479.7,0.1833,1
0.003667,0.04109,0.04476,0.3489,0.5098,0.8586,0.008167,0.0898,0.0978,0.4006,0.5881,0.9886,0,147800,368600,513900,929700,0,0,750.9,16.35,0.06573,0.3582,0,2.004,3.521,5.525,11.75,20,31.62,0,468.7,2.981,471.7,4670,14.15,4670,0.1667,9.283,0.1333,289.9,0.1833,0
0.00404,0.02813,0.03217,0.3471,0.6123,0.9595,0.01532,0.1008,0.1161,0.3599,0.6317,0.9916,0,113300,403500,485200,991500,0,0,750.9,12.97,0.06039,0.3287,0,1.836,3.082,4.918,10.95,17.42,28.37,0,9.072,3.301,12.37,40.47,14.63,55.1,0,9.417,0.1333,313.6,0.2,1
0.05639,0.06784,0.1242,0.6977,0.1254,0.823,0.1449,0.1899,0.2935,0.7974,0.1564,0.9538,0,393400,378800,1897000,960400,0,24010,750.9,109.5,0.1056,0.6089,0.1667,5.192,3.304,8.496,30.57,20.17,50.45,0.1667,25,4.493,29.49,174.9,25.35,178.5,0,9.217,0.1333,533.9,0.1833,0
0.003708,0.02084,0.02455,0.0001667,0.9601,0.9602,0.008667,0.04135,0.04815,0.0001667,0.993,0.9932,0,3072,11320,53130,48610,0,0,750.9,5.383,0.001097,0.01317,0,0.001389,0.09167,0.09306,0.01667,1.1,1.117,0,32.24,5.503,37.74,183.2,38.62,184.9,0,9.5,0.1333,390.2,0.2,1
0.02354,0.1176,0.1411,0.6078,0.223,0.8307,0.1127,0.2432,0.3559,0.6685,0.2708,0.9316,0,1545000,396900,3259000,1206000,0,149000,48210,26.5,0.1063,0.3857,0,4.536,3.389,7.925,15.97,19.32,32.5,0,34.62,14.72,49.34,156.7,68.67,162.5,0,19.38,0.1333,1791,0.3833,1
0.1225,0.4332,0.5556,0.244,0.1152,0.3592,0.1637,0.4952,0.6413,0.2973,0.1418,0.439,0,597300,443400,3703000,4751000,0,78630,185500,388.5,0.1016,0.3503,0,4.04,3.687,7.728,14.87,13.7,28.42,0,23.04,7.049,30.09,91.57,49.18,98.37,0,452.4,0.1333,2266,7.867,0
0.004812,0.03781,0.04263,0.02932,0.9211,0.9504,0.01383,0.07748,0.09132,0.03063,0.9572,0.9879,0,16200,22850,211300,45090,0,0,750.9,33.13,0.005193,0.04432,0,0.2375,0.2181,0.4556,0.9,2.4,3.3,0,15.38,8.744,24.12,61.82,45.63,107.5,0,19.23,0.1333,658.9,0.8167,1
